Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0051693~actin filament capping	3	21.428571428571427	5.878279399817248E-4	Q9NRC6, P13395, P02549	12	16	4697	73.390625	0.3958402729365156	0.04477714156865997	0.9066080956314115
GOTERM_BP_ALL	GO:0007411~axon guidance	4	28.57142857142857	5.885741836580576E-4	Q9NRC6, P13395, P02549, Q9VEN1	12	75	4697	20.875555555555554	0.39622675544112973	0.041174691931379126	0.9077541262428657
GOTERM_BP_ALL	GO:0097485~neuron projection guidance	4	28.57142857142857	6.11974193189652E-4	Q9NRC6, P13395, P02549, Q9VEN1	12	76	4697	20.600877192982455	0.4082212385036905	0.039552129322334206	0.9436839904818028
GOTERM_BP_ALL	GO:0009653~anatomical structure morphogenesis	8	57.14285714285714	6.141660766359645E-4	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	782	4697	4.004262574595055	0.4093324990679752	0.036908915393226494	0.947048923553595
GOTERM_BP_ALL	GO:0030835~negative regulation of actin filament depolymerization	3	21.428571428571427	7.47566270197069E-4	Q9NRC6, P13395, P02549	12	18	4697	65.23611111111111	0.47318397100603293	0.041826993038998506	1.151640910491314
GOTERM_BP_ALL	GO:0010256~endomembrane system organization	5	35.714285714285715	8.474138613327048E-4	Q9NRC6, P13395, P21333, Q2PZL6, P02549	12	201	4697	9.736733001658376	0.516421472868682	0.044393295658096354	1.3045155115187002
GOTERM_BP_ALL	GO:0030837~negative regulation of actin filament polymerization	3	21.428571428571427	9.259790500026913E-4	Q9NRC6, P13395, P02549	12	20	4697	58.7125	0.5479360761312542	0.04562811201553385	1.424649554535018
GOTERM_BP_ALL	GO:0030834~regulation of actin filament depolymerization	3	21.428571428571427	9.259790500026913E-4	Q9NRC6, P13395, P02549	12	20	4697	58.7125	0.5479360761312542	0.04562811201553385	1.424649554535018
GOTERM_BP_ALL	GO:0048468~cell development	7	50.0	9.399764390773475E-4	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, P02549, Q9VEN1	12	582	4697	4.707760595647193	0.5533315353283335	0.043786791551983506	1.4460386029154448
GOTERM_BP_ALL	GO:1902589~single-organism organelle organization	7	50.0	0.001031120822269075	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549, Q9VEN1	12	592	4697	4.628237612612613	0.5869251401179361	0.04546691159064631	1.5852078418501447
GOTERM_BP_ALL	GO:0043623~cellular protein complex assembly	5	35.714285714285715	0.0010548344739561713	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	213	4697	9.188184663536777	0.5952437566311339	0.04421617221588092	1.6213862969386206
GOTERM_BP_ALL	GO:0032272~negative regulation of protein polymerization	3	21.428571428571427	0.0011229200532507694	Q9NRC6, P13395, P02549	12	22	4697	53.375	0.6182094836462264	0.04481628120353731	1.7251911373337148
GOTERM_BP_ALL	GO:0044707~single-multicellular organism process	10	71.42857142857143	0.0011342854603827157	Q9NRC6, Q23551, A8TX70, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1532	4697	2.5549390774586596	0.6219142912727633	0.04324760653558313	1.7425091161211825
GOTERM_BP_ALL	GO:0007009~plasma membrane organization	4	28.57142857142857	0.0012121685159041892	P13395, P21333, Q2PZL6, P02549	12	96	4697	16.30902777777778	0.646353886396029	0.044187820107715825	1.8611062219419217
GOTERM_BP_ALL	GO:0030042~actin filament depolymerization	3	21.428571428571427	0.0012282931493494062	Q9NRC6, P13395, P02549	12	23	4697	51.05434782608695	0.651213132631189	0.04293814939807916	1.8856434114929987
GOTERM_BP_ALL	GO:1901880~negative regulation of protein depolymerization	3	21.428571428571427	0.0012282931493494062	Q9NRC6, P13395, P02549	12	23	4697	51.05434782608695	0.651213132631189	0.04293814939807916	1.8856434114929987
GOTERM_BP_ALL	GO:0043242~negative regulation of protein complex disassembly	3	21.428571428571427	0.0012282931493494062	Q9NRC6, P13395, P02549	12	23	4697	51.05434782608695	0.651213132631189	0.04293814939807916	1.8856434114929987
GOTERM_BP_ALL	GO:0000904~cell morphogenesis involved in differentiation	5	35.714285714285715	0.00147736992284637	Q9NRC6, P13395, P21333, P02549, Q9VEN1	12	233	4697	8.399499284692418	0.7183365046655863	0.049418796197880144	2.2639404705603328
GOTERM_BP_ALL	GO:0000902~cell morphogenesis	6	42.857142857142854	0.0015328464060135895	Q9NRC6, P13395, P21333, Q8TE73, P02549, Q9VEN1	12	414	4697	5.672705314009662	0.7314336310357394	0.04930666940431905	2.3480119885161077
GOTERM_BP_ALL	GO:1901879~regulation of protein depolymerization	3	21.428571428571427	0.0015718055944856993	Q9NRC6, P13395, P02549	12	26	4697	45.16346153846154	0.7402659732390293	0.04870353420595108	2.4070120269487294
GOTERM_BP_ALL	GO:0032970~regulation of actin filament-based process	4	28.57142857142857	0.0018457841394376208	Q9NRC6, P13395, P21333, P02549	12	111	4697	14.105105105105105	0.7947032265224068	0.054977347725490344	2.8209859974205
GOTERM_BP_ALL	GO:0032501~multicellular organismal process	10	71.42857142857143	0.002026337480916354	Q9NRC6, Q23551, A8TX70, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1645	4697	2.3794326241134756	0.8241867701165044	0.058181330976179724	3.09289851364023
GOTERM_BP_ALL	GO:0043244~regulation of protein complex disassembly	3	21.428571428571427	0.0020930681189257035	Q9NRC6, P13395, P02549	12	30	4697	39.141666666666666	0.8339787076643651	0.058098562570587986	3.1932143001485613
GOTERM_BP_ALL	GO:0051261~protein depolymerization	3	21.428571428571427	0.002685564778338948	Q9NRC6, P13395, P02549	12	34	4697	34.536764705882355	0.9002037839693819	0.07164654670886328	4.079660649453832
GOTERM_BP_ALL	GO:0031333~negative regulation of protein complex assembly	3	21.428571428571427	0.002685564778338948	Q9NRC6, P13395, P02549	12	34	4697	34.536764705882355	0.9002037839693819	0.07164654670886328	4.079660649453832
GOTERM_BP_ALL	GO:0007409~axonogenesis	4	28.57142857142857	0.0028414953490111363	Q9NRC6, P13395, P02549, Q9VEN1	12	129	4697	12.136950904392764	0.9127194671200697	0.07337573550542853	4.3116862312070126
GOTERM_BP_ALL	GO:0006935~chemotaxis	4	28.57142857142857	0.0029048607119396158	Q9NRC6, P13395, P02549, Q9VEN1	12	130	4697	12.043589743589742	0.9173456994743481	0.07276490210501074	4.405824142213898
GOTERM_BP_ALL	GO:0042330~taxis	4	28.57142857142857	0.0031002383038901257	Q9NRC6, P13395, P02549, Q9VEN1	12	133	4697	11.771929824561402	0.930123877040574	0.07528123522905616	4.695539186358133
GOTERM_BP_ALL	GO:0061564~axon development	4	28.57142857142857	0.0037349010323489296	Q9NRC6, P13395, P02549, Q9VEN1	12	142	4697	11.02582159624413	0.9595141384920889	0.08755085588376965	5.6309894508915
GOTERM_BP_ALL	GO:0050793~regulation of developmental process	6	42.857142857142854	0.003948347254256331	Q23551, P13395, P21333, Q2PZL6, P02549, Q9VEN1	12	511	4697	4.595890410958904	0.9663058588640593	0.089879842980912	5.943659919229027
GOTERM_BP_ALL	GO:0048666~neuron development	5	35.714285714285715	0.003993247105455732	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	305	4697	6.416666666666668	0.9675827271269863	0.0885125033521107	6.009308772125344
GOTERM_BP_ALL	GO:0051493~regulation of cytoskeleton organization	4	28.57142857142857	0.004444673892200524	Q9NRC6, P13395, P02549, Q9VEN1	12	151	4697	10.368653421633553	0.9780189764555871	0.09558099069345749	6.666970123059468
GOTERM_BP_ALL	GO:0051494~negative regulation of cytoskeleton organization	3	21.428571428571427	0.004879207981250489	Q9NRC6, P13395, P02549	12	46	4697	25.527173913043477	0.984879679366513	0.10190541687687804	7.295953182078019
GOTERM_BP_ALL	GO:0043624~cellular protein complex disassembly	3	21.428571428571427	0.005089549889518274	Q9NRC6, P13395, P02549	12	47	4697	24.984042553191486	0.9873851642686775	0.10355832173004287	7.598994359884248
GOTERM_BP_ALL	GO:0048731~system development	8	57.14285714285714	0.005477541800979773	Q9NRC6, Q23551, Q8WZ42, P13395, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1114	4697	2.8108916816277674	0.9909695849532462	0.10846332686434768	8.15554757136705
GOTERM_BP_ALL	GO:0048869~cellular developmental process	8	57.14285714285714	0.0055070473283310405	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1115	4697	2.808370702541106	0.9911962968445603	0.10656397164660814	8.197743079387331
GOTERM_BP_ALL	GO:0048667~cell morphogenesis involved in neuron differentiation	4	28.57142857142857	0.006000055214283238	Q9NRC6, P13395, P02549, Q9VEN1	12	168	4697	9.319444444444445	0.994244132946628	0.113028730709685	8.900110473034385
GOTERM_BP_ALL	GO:0048812~neuron projection morphogenesis	4	28.57142857142857	0.006512934698196244	Q9NRC6, P13395, P02549, Q9VEN1	12	173	4697	9.050096339113681	0.9963015467740833	0.1195033048258568	9.625451143826114
GOTERM_BP_ALL	GO:0034622~cellular macromolecular complex assembly	5	35.714285714285715	0.006699795473490802	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	352	4697	5.559895833333334	0.9968521803976106	0.12016705776501457	9.88837394850548
GOTERM_BP_ALL	GO:0048729~tissue morphogenesis	4	28.57142857142857	0.006725321076316878	Q8WZ42, P21333, Q2PZL6, Q9VEN1	12	175	4697	8.946666666666667	0.9969207478800209	0.1181372797634892	9.924234197772696
GOTERM_BP_ALL	GO:0030182~neuron differentiation	5	35.714285714285715	0.006768136733370515	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	353	4697	5.544145420207744	0.9970324268671001	0.11646998657631391	9.984354816537888
GOTERM_BP_ALL	GO:0008302~female germline ring canal formation, actin assembly	2	14.285714285714285	0.007010809523054161	P13395, Q9VEN1	12	3	4697	260.94444444444446	0.9975931203380494	0.1180439043830318	10.32440087482841
GOTERM_BP_ALL	GO:0030725~germline ring canal formation	2	14.285714285714285	0.007010809523054161	P13395, Q9VEN1	12	3	4697	260.94444444444446	0.9975931203380494	0.1180439043830318	10.32440087482841
GOTERM_BP_ALL	GO:0043063~intercellular bridge organization	2	14.285714285714285	0.007010809523054161	P13395, Q9VEN1	12	3	4697	260.94444444444446	0.9975931203380494	0.1180439043830318	10.32440087482841
GOTERM_BP_ALL	GO:0007301~female germline ring canal formation	2	14.285714285714285	0.007010809523054161	P13395, Q9VEN1	12	3	4697	260.94444444444446	0.9975931203380494	0.1180439043830318	10.32440087482841
GOTERM_BP_ALL	GO:0048646~anatomical structure formation involved in morphogenesis	5	35.714285714285715	0.007046264816919097	Q8WZ42, P13395, P21333, Q8TE73, Q9VEN1	12	357	4697	5.48202614379085	0.9976656560207122	0.11633210109880299	10.373981998523496
GOTERM_BP_ALL	GO:0048856~anatomical structure development	9	64.28571428571429	0.007189930080226381	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1521	4697	2.3160749506903353	0.9979378954271805	0.11633793037354923	10.574622938793576
GOTERM_BP_ALL	GO:0044767~single-organism developmental process	9	64.28571428571429	0.007653205663772838	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1535	4697	2.2949511400651463	0.9986177241320305	0.12111261702801202	11.218768986040894
GOTERM_BP_ALL	GO:0043241~protein complex disassembly	3	21.428571428571427	0.007673940875078386	Q9NRC6, P13395, P02549	12	58	4697	20.245689655172413	0.9986422566632117	0.11923128821734452	11.247497837338639
GOTERM_BP_ALL	GO:0007399~nervous system development	6	42.857142857142854	0.007799678228632515	Q9NRC6, P13395, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	597	4697	3.9338358458961475	0.9987819796180408	0.11892607209600614	11.421522082221014
GOTERM_BP_ALL	GO:0030041~actin filament polymerization	3	21.428571428571427	0.007933052790127251	Q9NRC6, P13395, P02549	12	59	4697	19.902542372881353	0.9989145239642804	0.11873995864419007	11.60576755508006
GOTERM_BP_ALL	GO:0030833~regulation of actin filament polymerization	3	21.428571428571427	0.007933052790127251	Q9NRC6, P13395, P02549	12	59	4697	19.902542372881353	0.9989145239642804	0.11873995864419007	11.60576755508006
GOTERM_BP_ALL	GO:0032502~developmental process	9	64.28571428571429	0.008880448684458054	Q9NRC6, Q23551, Q8WZ42, P13395, P21333, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1569	4697	2.2452198852772467	0.9995213488200919	0.12976466873944859	12.904232609247723
GOTERM_BP_ALL	GO:0032984~macromolecular complex disassembly	3	21.428571428571427	0.00900889599358869	Q9NRC6, P13395, P02549	12	63	4697	18.63888888888889	0.9995716677188936	0.1293307054653129	13.078897720470039
GOTERM_BP_ALL	GO:0048699~generation of neurons	5	35.714285714285715	0.009129969285742954	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	384	4697	5.096571180555555	0.9996142498866314	0.1288145115204612	13.243235464733004
GOTERM_BP_ALL	GO:0008064~regulation of actin polymerization or depolymerization	3	21.428571428571427	0.009570225815024721	Q9NRC6, P13395, P02549	12	65	4697	18.065384615384616	0.9997364274014375	0.13245625320854792	13.83836697726557
GOTERM_BP_ALL	GO:0030832~regulation of actin filament length	3	21.428571428571427	0.009570225815024721	Q9NRC6, P13395, P02549	12	65	4697	18.065384615384616	0.9997364274014375	0.13245625320854792	13.83836697726557
GOTERM_BP_ALL	GO:0032271~regulation of protein polymerization	3	21.428571428571427	0.010739052065811668	Q9NRC6, P13395, P02549	12	69	4697	17.018115942028984	0.9999041898584018	0.14515312147832338	15.399892083427591
GOTERM_BP_ALL	GO:0008154~actin polymerization or depolymerization	3	21.428571428571427	0.011968575373903615	Q9NRC6, P13395, P02549	12	73	4697	16.085616438356162	0.9999669980712316	0.15800601559541305	17.01391089460087
GOTERM_BP_ALL	GO:0006461~protein complex assembly	5	35.714285714285715	0.01281967401346734	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	423	4697	4.626674546887313	0.9999842313970693	0.16579017854802824	18.11424394155732
GOTERM_BP_ALL	GO:0070271~protein complex biogenesis	5	35.714285714285715	0.01281967401346734	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	423	4697	4.626674546887313	0.9999842313970693	0.16579017854802824	18.11424394155732
GOTERM_BP_ALL	GO:0030154~cell differentiation	7	50.0	0.013843964815743959	Q9NRC6, Q8WZ42, P13395, P21333, Q2PZL6, P02549, Q9VEN1	12	974	4697	2.8130561259411366	0.9999935224491767	0.1752675591165047	19.420389192675515
GOTERM_BP_ALL	GO:0048581~negative regulation of post-embryonic development	2	14.285714285714285	0.013976907396875238	Q23551, Q9VEN1	12	6	4697	130.47222222222223	0.9999942292417198	0.1742568752123428	19.588477456926135
GOTERM_BP_ALL	GO:0007300~ovarian nurse cell to oocyte transport	2	14.285714285714285	0.013976907396875238	P13395, Q9VEN1	12	6	4697	130.47222222222223	0.9999942292417198	0.1742568752123428	19.588477456926135
GOTERM_BP_ALL	GO:0022008~neurogenesis	5	35.714285714285715	0.014354365202622671	Q9NRC6, P13395, Q2PZL6, P02549, Q9VEN1	12	437	4697	4.478451563691839	0.9999958434974692	0.17601818746758224	20.063936885440945
GOTERM_BP_ALL	GO:0007275~multicellular organism development	8	57.14285714285714	0.015481816443785205	Q9NRC6, Q23551, Q8WZ42, P13395, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	1330	4697	2.3543859649122805	0.9999984413569083	0.18593770262898657	21.468503424061367
GOTERM_BP_ALL	GO:0009888~tissue development	5	35.714285714285715	0.016251653301997213	Q8WZ42, P13395, P21333, Q2PZL6, Q9VEN1	12	453	4697	4.320272259013981	0.9999992027376204	0.19164892675133427	22.414257470487474
GOTERM_BP_ALL	GO:0044802~single-organism membrane organization	4	28.57142857142857	0.016562192818646383	P13395, P21333, Q2PZL6, P02549	12	243	4697	6.4430727023319605	0.9999993917340416	0.19234613391851108	22.792734681540814
GOTERM_BP_ALL	GO:0031175~neuron projection development	4	28.57142857142857	0.018655371359233897	Q9NRC6, P13395, P02549, Q9VEN1	12	254	4697	6.164041994750656	0.9999999020356395	0.21127161219188506	25.299140572435665
GOTERM_BP_ALL	GO:0071822~protein complex subunit organization	5	35.714285714285715	0.0192567200245649	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	476	4697	4.111519607843138	0.9999999420668331	0.21455661220250022	26.005005080529898
GOTERM_BP_ALL	GO:0051258~protein polymerization	3	21.428571428571427	0.02056395683762019	Q9NRC6, P13395, P02549	12	97	4697	12.105670103092782	0.9999999815284962	0.2246077413983405	27.517975449037934
GOTERM_BP_ALL	GO:0009605~response to external stimulus	5	35.714285714285715	0.021547032520655172	Q9NRC6, Q8WZ42, P13395, P02549, Q9VEN1	12	492	4697	3.9778116531165315	0.9999999921883784	0.23120020956982257	28.636650389653706
GOTERM_BP_ALL	GO:0007293~germarium-derived egg chamber formation	2	14.285714285714285	0.023195930101077386	P13395, Q9VEN1	12	10	4697	78.28333333333333	0.9999999981592551	0.24372374191406188	30.4767977863444
GOTERM_BP_ALL	GO:0002576~platelet degranulation	2	14.285714285714285	0.023195930101077386	Q8WZ42, P21333	12	10	4697	78.28333333333333	0.9999999981592551	0.24372374191406188	30.4767977863444
GOTERM_BP_ALL	GO:0010639~negative regulation of organelle organization	3	21.428571428571427	0.02344492849655078	Q9NRC6, P13395, P02549	12	104	4697	11.290865384615385	0.9999999985205307	0.2430929547420454	30.750787888927235
GOTERM_BP_ALL	GO:0032956~regulation of actin cytoskeleton organization	3	21.428571428571427	0.02344492849655078	Q9NRC6, P13395, P02549	12	104	4697	11.290865384615385	0.9999999985205307	0.2430929547420454	30.750787888927235
GOTERM_BP_ALL	GO:0048513~animal organ development	6	42.857142857142854	0.02673531954620314	Q23551, Q8WZ42, Q2PZL6, Q8TE73, P02549, Q9VEN1	12	801	4697	2.9319600499375778	0.9999999999179771	0.2693627151103837	34.277857457445414
GOTERM_BP_ALL	GO:0061024~membrane organization	4	28.57142857142857	0.027747361421155917	P13395, P21333, Q2PZL6, P02549	12	295	4697	5.307344632768362	0.9999999999663709	0.27496963236640226	35.32843592977108
GOTERM_BP_ALL	GO:0065003~macromolecular complex assembly	5	35.714285714285715	0.029087021296422648	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	538	4697	3.6377013630731105	0.9999999999896837	0.2831288736079306	36.69495823843203
GOTERM_BP_ALL	GO:0043254~regulation of protein complex assembly	3	21.428571428571427	0.029680859042394005	Q9NRC6, P13395, P02549	12	118	4697	9.951271186440676	0.9999999999938932	0.2849092153612921	37.292021512997245
GOTERM_BP_ALL	GO:0032535~regulation of cellular component size	3	21.428571428571427	0.03014967518684598	Q9NRC6, P13395, P02549	12	119	4697	9.867647058823529	0.9999999999959641	0.285631454543814	37.75965880595732
GOTERM_BP_ALL	GO:0060429~epithelium development	4	28.57142857142857	0.031323693269096356	P13395, P21333, Q2PZL6, Q9VEN1	12	309	4697	5.06688241639698	0.9999999999985707	0.2919484278630571	38.916451104518515
GOTERM_BP_ALL	GO:0048580~regulation of post-embryonic development	2	14.285714285714285	0.032336526891195934	Q23551, Q9VEN1	12	14	4697	55.916666666666664	0.9999999999994169	0.2968109876892786	39.89823278384913
GOTERM_BP_ALL	GO:0042221~response to chemical	6	42.857142857142854	0.035216291043567036	Q9NRC6, Q8WZ42, P13395, Q2PZL6, P02549, Q9VEN1	12	858	4697	2.7371794871794872	0.9999999999999547	0.3156706792671008	42.609666589528
GOTERM_BP_ALL	GO:0070252~actin-mediated cell contraction	2	14.285714285714285	0.03687760352931582	Q8WZ42, P21333	12	16	4697	48.92708333333333	0.9999999999999897	0.3247702214488285	44.12137668793077
GOTERM_BP_ALL	GO:0051239~regulation of multicellular organismal process	5	35.714285714285715	0.03705634510645688	Q23551, P13395, P21333, Q2PZL6, Q9VEN1	12	579	4697	3.3801093839953946	0.9999999999999911	0.3228668070430447	44.28178388492673
GOTERM_BP_ALL	GO:0022607~cellular component assembly	6	42.857142857142854	0.0399773292160112	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549	12	886	4697	2.6506772009029347	0.9999999999999993	0.3404784353459096	46.842875396991936
GOTERM_BP_ALL	GO:0022411~cellular component disassembly	3	21.428571428571427	0.04014677461389423	Q9NRC6, P13395, P02549	12	139	4697	8.447841726618705	0.9999999999999994	0.33841933979546046	46.98801047465487
GOTERM_BP_ALL	GO:0033043~regulation of organelle organization	4	28.57142857142857	0.044135209438625644	Q9NRC6, P13395, P02549, Q9VEN1	12	353	4697	4.435316336166195	1.0	0.3622529033175743	50.29904764006361
GOTERM_BP_ALL	GO:0010927~cellular component assembly involved in morphogenesis	3	21.428571428571427	0.045013558471007874	Q8WZ42, P21333, Q8TE73	12	148	4697	7.934121621621621	1.0	0.36472614753993793	51.00173878222988
GOTERM_BP_ALL	GO:0090066~regulation of anatomical structure size	3	21.428571428571427	0.04556775234492184	Q9NRC6, P13395, P02549	12	149	4697	7.880872483221477	1.0	0.36504208902501156	51.440308015894274
GOTERM_BP_ALL	GO:0007507~heart development	3	21.428571428571427	0.04612458667309842	Q8WZ42, Q2PZL6, Q8TE73	12	150	4697	7.828333333333334	1.0	0.3653697554938081	51.87726636701046
GOTERM_BP_ALL	GO:0006996~organelle organization	7	50.0	0.047339258381336444	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549, Q9VEN1	12	1260	4697	2.174537037037037	1.0	0.36984771730982924	52.81771149926018
GOTERM_BP_ALL	GO:0002009~morphogenesis of an epithelium	3	21.428571428571427	0.04837807176742197	P21333, Q2PZL6, Q9VEN1	12	154	4697	7.625	1.0	0.37311612685800144	53.60833307482367
GOTERM_BP_ALL	GO:0030707~ovarian follicle cell development	2	14.285714285714285	0.050384842479297316	P13395, Q9VEN1	12	22	4697	35.58333333333333	1.0	0.382195072299485	55.10067627819526
GOTERM_BP_ALL	GO:0007067~mitotic nuclear division	3	21.428571428571427	0.052420380643423775	Q8WZ42, P21333, Q9VEN1	12	161	4697	7.293478260869565	1.0	0.39114689888437115	56.56844594706036
GOTERM_BP_ALL	GO:0060048~cardiac muscle contraction	2	14.285714285714285	0.05261923108558612	Q8WZ42, P21333	12	23	4697	34.03623188405797	1.0	0.3890946107449126	56.709398825843714
GOTERM_BP_ALL	GO:0022604~regulation of cell morphogenesis	3	21.428571428571427	0.05359790984866389	P13395, P21333, P02549	12	163	4697	7.203987730061349	1.0	0.3916163315485598	57.39691015010464
GOTERM_BP_ALL	GO:0030855~epithelial cell differentiation	3	21.428571428571427	0.05359790984866389	P13395, Q2PZL6, Q9VEN1	12	163	4697	7.203987730061349	1.0	0.3916163315485598	57.39691015010464
GOTERM_BP_ALL	GO:2000026~regulation of multicellular organismal development	4	28.57142857142857	0.058198797663552806	Q23551, P13395, Q2PZL6, Q9VEN1	12	394	4697	3.973773265651438	1.0	0.4144931636216762	60.49429482173916
GOTERM_BP_ALL	GO:0051128~regulation of cellular component organization	5	35.714285714285715	0.05889845487525997	Q9NRC6, P13395, P21333, P02549, Q9VEN1	12	669	4697	2.9253861484803187	1.0	0.41510622544998066	60.946429651651954
GOTERM_BP_ALL	GO:0006468~protein phosphorylation	4	28.57142857142857	0.060425801418887044	Q9NRC6, Q23551, Q8WZ42, P02549	12	400	4697	3.9141666666666666	1.0	0.4201908347830514	61.91667341844356
GOTERM_BP_ALL	GO:0000226~microtubule cytoskeleton organization	3	21.428571428571427	0.06148766541031184	P13395, P21333, Q8TE73	12	176	4697	6.671875	1.0	0.42266894524777276	62.577881804991485
GOTERM_BP_ALL	GO:0030048~actin filament-based movement	2	14.285714285714285	0.061509072865709065	Q8WZ42, P21333	12	27	4697	28.993827160493826	1.0	0.41960218048577025	62.591100832590854
GOTERM_BP_ALL	GO:0048523~negative regulation of cellular process	6	42.857142857142854	0.06370792701397471	Q9NRC6, Q23551, P13395, P21333, P02549, Q9VEN1	12	1000	4697	2.3485	1.0	0.427967071599036	63.925859657396586
GOTERM_BP_ALL	GO:0006941~striated muscle contraction	2	14.285714285714285	0.06592549468220112	Q8WZ42, P21333	12	29	4697	26.994252873563216	1.0	0.43617194640959744	65.22675748994497
GOTERM_BP_ALL	GO:0051129~negative regulation of cellular component organization	3	21.428571428571427	0.0665382676024184	Q9NRC6, P13395, P02549	12	184	4697	6.381793478260869	1.0	0.43611385784593637	65.57841369609505
GOTERM_BP_ALL	GO:0000280~nuclear division	3	21.428571428571427	0.06976714041672549	Q8WZ42, P21333, Q9VEN1	12	189	4697	6.212962962962964	1.0	0.44895973525801114	67.37709146806641
GOTERM_BP_ALL	GO:0044085~cellular component biogenesis	6	42.857142857142854	0.07065265859079657	Q9NRC6, Q8WZ42, P13395, P21333, Q8TE73, P02549	12	1028	4697	2.284533073929961	1.0	0.45011437875768145	67.85478993591194
